track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_name,popularity,duration_ms,artist_id,artist_name,num_artists,album_id,release_date,playlist_id,playlist_name,duration_mins,genre
2SrC3eKJkbnz4WWJufgBTS,0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,Numb,35,187520,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,1,4qzWf7EmJKU7SHpf38zFX0,2022-10-21,23wVfSXsUtP9z94e1jMjeQ,Alternative Rock 90s 2000s - Best Alternative Rock Songs of 90s 2000s,3.1253333333333333,alternative rock
60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,In the End,88,216880,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,1,6hPkbAV3ZXpGZBGUvL6jVM,2000-10-24,23wVfSXsUtP9z94e1jMjeQ,Alternative Rock 90s 2000s - Best Alternative Rock Songs of 90s 2000s,3.6146666666666665,alternative rock
6b2oQwSGFkzsMtQruIWm2p,0.515,0.43,7,-9.935,1,0.0369,0.0102,0.000141,0.129,0.104,91.841,Creep,1,238640,4Z8W4fKeB5YxbusRsdQVPb,Radiohead,1,6400dnyeDyD2mIFHfkwHXN,1993-02-22,23wVfSXsUtP9z94e1jMjeQ,Alternative Rock 90s 2000s - Best Alternative Rock Songs of 90s 2000s,3.977333333333333,alternative rock
6gVH9jHl5Xpxxl4gVVrEkE,0.41,0.964,7,-6.648,1,0.0763,0.000706,0.745,1.0,0.274,121.868,Smells Like Teen Spirit - 1992/Live at Reading,51,285186,6olE6TJLqED3rqDCT0FyPh,Nirvana,1,01Z1nufhjxJVXVDuMRmNEM,2009-01-01,23wVfSXsUtP9z94e1jMjeQ,Alternative Rock 90s 2000s - Best Alternative Rock Songs of 90s 2000s,4.7531,alternative rock
7AK0yeohL3m0N6l7GgzJhE,0.547,0.958,9,-2.448,0,0.121,0.0035,7.96e-06,0.132,0.452,149.979,I Want,40,193100,0avNS76kgqKRDQZWMTpQey,Hurricane on Saturn,1,76Ou6hEBhZnDymZGVIrHOD,2023-04-18,23wVfSXsUtP9z94e1jMjeQ,Alternative Rock 90s 2000s - Best Alternative Rock Songs of 90s 2000s,3.2183333333333333,alternative rock
2wVXSc0IrQVodHESUxVUJA,0.664,0.852,9,-4.996,0,0.029,0.174,0.0,0.1,0.807,125.632,Losing My Religion,0,268426,4KWTAlx2RvbpseOGMEmROg,R.E.M.,1,68p5SQdcakYH65NEjiF6t4,1991-03-12,23wVfSXsUtP9z94e1jMjeQ,Alternative Rock 90s 2000s - Best Alternative Rock Songs of 90s 2000s,4.473766666666666,alternative rock
5qYgHPz9BgMnuIbAFRrZiD,0.294,0.683,7,-6.14,1,0.0363,0.0301,0.00901,0.357,0.229,167.654,Zombie - Remastered 2020,52,307813,7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,1,719zEHYz9RcUXss1LP1ouT,2020-11-13,23wVfSXsUtP9z94e1jMjeQ,Alternative Rock 90s 2000s - Best Alternative Rock Songs of 90s 2000s,5.130216666666667,alternative rock
3YuaBvuZqcwN3CEAyyoaei,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,Like a Stone,80,293960,2ziB7fzrXBoh1HUPS6sVFn,Audioslave,1,78guAsers0klWl6RwzgDLd,2002-11-17,23wVfSXsUtP9z94e1jMjeQ,Alternative Rock 90s 2000s - Best Alternative Rock Songs of 90s 2000s,4.899333333333334,alternative rock
6Gn02ZC8juXwQ10Xk7ACXx,0.474,0.659,4,-4.667,1,0.0292,0.0125,0.0,0.154,0.075,82.957,The Reason,0,232800,2MqhkhX4npxDZ62ObR5ELO,Hoobastank,1,2NpfPQ6AQn50AZpPP412uU,2004-04-27,23wVfSXsUtP9z94e1jMjeQ,Alternative Rock 90s 2000s - Best Alternative Rock Songs of 90s 2000s,3.88,alternative rock
3Z9PJ6xiEGmcqo2hESEB5n,0.362,0.911,9,-5.966,1,0.049,0.0336,0.0,0.466,0.498,171.112,Bitter Sweet Symphony,0,357266,2cGwlqi3k18jFpUyTrsR84,The Verve,1,5aY2ZGwROKS4QU5QDW3SqD,1997-09-29,23wVfSXsUtP9z94e1jMjeQ,Alternative Rock 90s 2000s - Best Alternative Rock Songs of 90s 2000s,5.954433333333333,alternative rock
